date,sp500,snp1,sp500Return,snp1Return,top1Ticker,holdingTicker,swapExecuted
2002-04-11,95.432125,118.500102,0.0004607192,0.0203048091,AAPL,AAPL,0
2002-04-12,95.612334,117.147133,0.0018883393,-0.0114174501,AAPL,AAPL,0
2002-04-15,95.964202,116.226469,0.0036801552,-0.0078590433,AAPL,AAPL,0
2002-04-16,96.390471,115.775725,0.0044419628,-0.0038781549,AAPL,AAPL,0
2002-04-17,96.834222,115.854085,0.0046036774,0.0006768312,AAPL,AAPL,0
2002-04-18,98.455420,113.324444,0.0167419929,-0.0218347191,AAPL,AAPL,0
2002-04-19,100.560820,110.935955,0.0213842992,-0.0210765575,AAPL,AAPL,0
2002-04-22,101.906174,108.523645,0.0133785154,-0.0217450628,AAPL,AAPL,0
2002-04-23,102.876092,106.273442,0.0095177509,-0.0207346871,AAPL,AAPL,0
2002-04-24,103.374336,104.281805,0.0048431490,-0.0187406777,AAPL,AAPL,0
2002-04-25,103.427411,102.611112,0.0005134272,-0.0160209439,AAPL,AAPL,0
2002-04-26,103.068311,101.899146,-0.0034720063,-0.0069384868,AAPL,AAPL,0
2002-04-29,102.420839,101.268916,-0.0062819663,-0.0061848402,AAPL,AAPL,0
2002-04-30,101.488109,100.731201,-0.0091068380,-0.0053097740,AAPL,AAPL,0
2002-05-01,100.343086,100.325699,-0.0112823413,-0.0040255867,AAPL,AAPL,0
2002-05-02,99.074610,100.388130,-0.0126413867,0.0006222832,AAPL,AAPL,0
2002-05-03,97.761030,100.674811,-0.0132584936,0.0028557211,AAPL,AAPL,0
2002-05-06,96.929343,101.240025,-0.0085073475,0.0056142590,AAPL,AAPL,0
2002-05-07,95.918338,101.900264,-0.0104303264,0.0065215198,AAPL,AAPL,0
2002-05-08,95.487859,105.556626,-0.0044879701,0.0358817722,AAPL,AAPL,0
2002-05-09,94.839498,110.227895,-0.0067899884,0.0442536809,AAPL,AAPL,0
2002-05-10,93.578389,110.917951,-0.0132972937,0.0062602610,AAPL,AAPL,0
2002-05-13,92.356542,111.566235,-0.0130569381,0.0058447220,AAPL,AAPL,0
2002-05-14,91.251921,113.766861,-0.0119603988,0.0197248388,AAPL,AAPL,0
2002-05-15,90.071054,116.382003,-0.0129407316,0.0229868511,AAPL,AAPL,0
2002-05-16,89.363208,115.479436,-0.0078587580,-0.0077552119,AAPL,AAPL,0
2002-05-17,88.946233,114.157849,-0.0046660713,-0.0114443522,AAPL,AAPL,0
2002-05-20,89.356932,114.721054,0.0046173873,0.0049335649,AAPL,AAPL,0
2002-05-21,89.745091,114.474457,0.0043439116,-0.0021495319,AAPL,AAPL,0
2002-05-22,90.076769,116.741558,0.0036957797,0.0198044251,AAPL,AAPL,0
2002-05-23,90.475115,118.221643,0.0044222998,0.0126783040,AAPL,AAPL,0
2002-05-24,93.130644,118.592554,0.0293509315,0.0031374181,AAPL,AAPL,0
2002-05-27,95.468344,118.449087,0.0251012962,-0.0012097472,AAPL,AAPL,0
2002-05-28,95.794722,117.418122,0.0034187045,-0.0087038643,AAPL,AAPL,0
2002-05-29,95.892202,115.987692,0.0010175937,-0.0121823637,AAPL,AAPL,0
2002-05-30,95.182745,120.663306,-0.0073984883,0.0403112973,AAPL,AAPL,0
2002-05-31,94.690361,124.027332,-0.0051730334,0.0278794414,AAPL,AAPL,0
2002-06-03,93.470995,122.631976,-0.0128774009,-0.0112503874,AAPL,AAPL,0
2002-06-04,92.228174,121.470327,-0.0132963318,-0.0094726479,AAPL,AAPL,0
2002-06-05,91.326862,119.673810,-0.0097726295,-0.0147897563,AAPL,AAPL,0
2002-06-06,90.256589,118.081168,-0.0117191549,-0.0133081959,AAPL,AAPL,0
2002-06-07,89.857313,115.616039,-0.0044237857,-0.0208765584,AAPL,AAPL,0
2002-06-10,89.222335,113.510840,-0.0070665078,-0.0182085419,AAPL,AAPL,0
2002-06-11,89.553670,110.824615,0.0037135864,-0.0236649202,AAPL,AAPL,0
2002-06-12,89.502263,108.315417,-0.0005740427,-0.0226411635,AAPL,AAPL,0
2002-06-13,89.248307,109.728155,-0.0028374224,0.0130428190,AAPL,AAPL,0
2002-06-14,89.190250,110.661480,-0.0006505140,0.0085057921,AAPL,AAPL,0
2002-06-17,90.572346,115.282992,0.0154960527,0.0417626131,AAPL,AAPL,0
2002-06-18,92.403007,121.209342,0.0202121322,0.0514069717,AAPL,AAPL,0
2002-06-19,92.963918,124.400281,0.0060702709,0.0263258538,AAPL,AAPL,0
2002-06-20,93.959216,128.730954,0.0107062829,0.0348124049,AAPL,AAPL,0
2002-06-21,93.792688,130.141939,-0.0017723447,0.0109607237,AAPL,AAPL,0
2002-06-24,94.017168,132.412480,0.0023933609,0.0174466514,AAPL,AAPL,0
2002-06-25,93.221234,134.301944,-0.0084658320,0.0142695364,AAPL,AAPL,0
2002-06-26,92.719885,137.313237,-0.0053780582,0.0224218101,AAPL,AAPL,0
2002-06-27,93.132407,137.957686,0.0044491208,0.0046932736,AAPL,AAPL,0
2002-06-28,93.482014,138.287763,0.0037538703,0.0023925971,AAPL,AAPL,0
2002-07-01,96.604533,137.566191,0.0334023574,-0.0052179015,AAPL,AAPL,0
2002-07-02,99.296262,136.005446,0.0278633784,-0.0113454129,AAPL,AAPL,0
2002-07-03,101.577723,133.785600,0.0229762982,-0.0163217413,AAPL,AAPL,0
2002-07-04,103.441979,131.112130,0.0183529992,-0.0199832428,AAPL,AAPL,0
2002-07-05,104.846828,129.750378,0.0135810340,-0.0103861598,AAPL,AAPL,0
2002-07-08,105.865886,127.908008,0.0097194927,-0.0141993484,AAPL,AAPL,0
2002-07-09,106.410392,125.745564,0.0051433575,-0.0169062424,AAPL,AAPL,0
2002-07-10,106.484021,123.471940,0.0006919394,-0.0180811418,AAPL,AAPL,0
2002-07-11,106.140454,121.034361,-0.0032264714,-0.0197419692,AAPL,AAPL,0
2002-07-12,105.432557,118.938581,-0.0066694280,-0.0173155830,AAPL,AAPL,0
2002-07-15,105.298100,121.359822,-0.0012752970,0.0203570698,AAPL,AAPL,0
2002-07-16,104.933927,122.017241,-0.0034584956,0.0054171065,AAPL,AAPL,0
2002-07-17,104.329523,122.928308,-0.0057598505,0.0074667068,AAPL,AAPL,0
2002-07-18,103.497029,123.897155,-0.0079794677,0.0078813994,AAPL,AAPL,0
2002-07-19,103.941313,127.087493,0.0042927226,0.0257498934,AAPL,AAPL,0
2002-07-22,104.297552,131.091470,0.0034273091,0.0315056698,AAPL,AAPL,0
2002-07-23,104.518335,135.964814,0.0021168631,0.0371751470,AAPL,AAPL,0
2002-07-24,104.558038,142.480617,0.0003798610,0.0479227074,AAPL,AAPL,0
2002-07-25,104.775206,142.246826,0.0020770135,-0.0016408574,AAPL,AAPL,0
2002-07-26,105.165760,143.075987,0.0037275346,0.0058290268,AAPL,AAPL,0
2002-07-29,105.595133,146.827717,0.0040828207,0.0262219451,AAPL,AAPL,0
2002-07-30,106.077876,152.355842,0.0045716467,0.0376504131,AAPL,AAPL,0
2002-07-31,106.247305,158.432123,0.0015972143,0.0398821691,AAPL,AAPL,0
2002-08-01,106.573213,163.637145,0.0030674426,0.0328533221,AAPL,AAPL,0
2002-08-02,106.867543,164.501444,0.0027617643,0.0052818053,AAPL,AAPL,0
2002-08-05,110.443971,164.536522,0.0334659874,0.0002132386,AAPL,AAPL,0
2002-08-06,110.948516,167.106458,0.0045683339,0.0156192443,AAPL,AAPL,0
2002-08-07,111.395105,168.833161,0.0040251931,0.0103329511,AAPL,AAPL,0
2002-08-08,113.445782,166.507457,0.0184090435,-0.0137751635,AAPL,AAPL,0
2002-08-09,115.002521,164.041738,0.0137223190,-0.0148084575,AAPL,AAPL,0
2002-08-12,113.698039,163.918844,-0.0113430725,-0.0007491611,AAPL,AAPL,0
2002-08-13,112.267422,163.312844,-0.0125826003,-0.0036969548,AAPL,AAPL,0
2002-08-14,111.415667,163.899158,-0.0075868417,0.0035901307,AAPL,AAPL,0
2002-08-15,110.339215,164.185929,-0.0096615895,0.0017496755,AAPL,AAPL,0
2002-08-16,108.949111,163.311949,-0.0125984587,-0.0053231072,AAPL,AAPL,0
2002-08-19,107.731546,161.798758,-0.0111755350,-0.0092656503,AAPL,AAPL,0
2002-08-20,106.306360,162.006271,-0.0132290530,0.0012825350,AAPL,AAPL,0
2002-08-21,104.897873,161.668417,-0.0132493154,-0.0020854329,AAPL,AAPL,0
2002-08-22,105.256682,166.788991,0.0034205516,0.0316733058,AAPL,AAPL,0
2002-08-23,105.505702,173.066149,0.0023658349,0.0376353311,AAPL,AAPL,0
2002-08-26,104.162892,173.744997,-0.0127273649,0.0039224757,AAPL,AAPL,0
2002-08-27,102.957211,174.719743,-0.0115749569,0.0056102076,AAPL,AAPL,0
2002-08-28,101.931878,175.786707,-0.0099588275,0.0061067185,AAPL,AAPL,0
2002-08-29,101.082997,180.069362,-0.0083279268,0.0243627920,AAPL,AAPL,0
2002-08-30,99.983345,181.244036,-0.0108787077,0.0065234539,AAPL,AAPL,0
2002-09-02,98.741073,182.364312,-0.0124247839,0.0061810357,AAPL,AAPL,0
2002-09-03,97.446367,183.564195,-0.0131121375,0.0065795913,AAPL,AAPL,0
2002-09-04,96.153307,184.787410,-0.0132694460,0.0066636912,AAPL,AAPL,0
2002-09-05,96.282022,181.101153,0.0013386373,-0.0199486380,AAPL,AAPL,0
2002-09-06,96.090340,177.894650,-0.0019908351,-0.0177055907,AAPL,AAPL,0
2002-09-09,96.518243,174.650169,0.0044531305,-0.0182382120,AAPL,AAPL,0
2002-09-10,97.400289,171.884092,0.0091386412,-0.0158378178,AAPL,AAPL,0
2002-09-11,98.657961,169.698010,0.0129124095,-0.0127183464,AAPL,AAPL,0
2002-09-12,100.400587,168.249804,0.0176633126,-0.0085340236,AAPL,AAPL,0
2002-09-13,102.647119,165.349328,0.0223756822,-0.0172391012,AAPL,AAPL,0
2002-09-16,105.429687,163.221222,0.0271080985,-0.0128703665,AAPL,AAPL,0
2002-09-17,109.006462,162.050483,0.0339256931,-0.0071727125,AAPL,AAPL,0
2002-09-18,109.272962,161.975938,0.0024448040,-0.0004600119,AAPL,AAPL,0
2002-09-19,109.696857,166.213425,0.0038792354,0.0261612123,AAPL,AAPL,0
2002-09-20,110.193464,168.709499,0.0045270789,0.0150172866,AAPL,AAPL,0
2002-09-23,109.254466,165.585473,-0.0085213600,-0.0185171932,AAPL,AAPL,0
2002-09-24,108.067202,163.031102,-0.0108669549,-0.0154262971,AAPL,AAPL,0
2002-09-25,107.783309,159.453652,-0.0026270070,-0.0219433624,AAPL,AAPL,0
2002-09-26,107.118804,156.134713,-0.0061651959,-0.0208144410,AAPL,AAPL,0
2002-09-27,107.747471,152.926006,0.0058688750,-0.0205508861,AAPL,AAPL,0
2002-09-30,107.905385,150.021508,0.0014655974,-0.0189928356,AAPL,AAPL,0
2002-10-01,109.464463,146.942971,0.0144485693,-0.0205206347,AAPL,AAPL,0
2002-10-02,110.622808,143.844548,0.0105819248,-0.0210858880,AAPL,AAPL,0
2002-10-03,113.258813,142.567104,0.0238287605,-0.0088807295,AAPL,AAPL,0
2002-10-04,115.421743,140.959380,0.0190972419,-0.0112769644,AAPL,AAPL,0
2002-10-07,115.797839,142.141936,0.0032584424,0.0083893427,AAPL,AAPL,0
2002-10-08,116.292195,144.519403,0.0042691376,0.0167260053,AAPL,AAPL,0
2002-10-09,119.620610,143.712993,0.0286211334,-0.0055799383,AMZN,AAPL,0
2002-10-10,124.315136,132.677550,0.0392451276,-0.0767880716,AMZN,AMZN,1
2002-10-11,126.781439,134.489466,0.0198391194,0.0136565391,AMZN,AMZN,0
2002-10-14,129.890148,136.905056,0.0245202254,0.0179611817,AMZN,AMZN,0
2002-10-15,131.238859,143.598765,0.0103834693,0.0488930767,AMZN,AMZN,0
2002-10-16,133.233750,144.828661,0.0152004615,0.0085648075,AMZN,AMZN,0
2002-10-17,133.520062,145.203641,0.0021489471,0.0025891271,AMZN,AMZN,0
2002-10-18,134.292525,145.726790,0.0057853722,0.0036028644,AMZN,AMZN,0
2002-10-21,133.657552,142.120576,-0.0047282841,-0.0247464044,AMZN,AMZN,0
2002-10-22,133.530780,138.841047,-0.0009484857,-0.0230756799,AMZN,AMZN,0
2002-10-23,132.199370,135.501975,-0.0099708068,-0.0240495988,AMZN,AMZN,0
2002-10-24,131.233085,132.113179,-0.0073093028,-0.0250092050,AMZN,AMZN,0
2002-10-25,132.888295,131.258602,0.0126127470,-0.0064685212,AMZN,AMZN,0
2002-10-28,135.077796,130.389794,0.0164762535,-0.0066190515,AMZN,AMZN,0
2002-10-29,135.527471,129.620734,0.0033290057,-0.0058981607,AMZN,AMZN,0
2002-10-30,136.591221,128.753493,0.0078489642,-0.0066906059,AMZN,AMZN,0
2002-10-31,140.883997,131.438426,0.0314279071,0.0208532837,AMZN,AMZN,0
2002-11-01,141.200395,135.511633,0.0022458022,0.0309894706,AMZN,AMZN,0
2002-11-04,139.816944,135.271035,-0.0097977858,-0.0017754799,AMZN,AMZN,0
2002-11-05,138.727168,135.494356,-0.0077943017,0.0016509097,AMZN,AMZN,0
2002-11-06,136.994286,134.247488,-0.0124912945,-0.0092023599,AMZN,AMZN,0
2002-11-07,135.459605,133.489781,-0.0112025186,-0.0056441056,AMZN,AMZN,0
2002-11-08,135.309936,132.417656,-0.0011049001,-0.0080315106,AMZN,AMZN,0
2002-11-11,135.383502,131.928294,0.0005436834,-0.0036955990,AMZN,AMZN,0
2002-11-12,134.632196,129.814356,-0.0055494646,-0.0160233868,AMZN,AMZN,0
2002-11-13,134.192881,128.190823,-0.0032630729,-0.0125065708,AMZN,AMZN,0
2002-11-14,133.325793,132.103686,-0.0064615053,0.0305237393,AMZN,AMZN,0
2002-11-15,132.090929,135.254960,-0.0092620000,0.0238545496,AMZN,AMZN,0
2002-11-18,132.840382,133.147392,0.0056737631,-0.0155821852,AMZN,AMZN,0
2002-11-19,134.104591,131.400943,0.0095167535,-0.0131166623,AMZN,AMZN,0
2002-11-20,136.007453,130.011029,0.0141893852,-0.0105776550,AMZN,AMZN,0
2002-11-21,138.581431,129.126465,0.0189252699,-0.0068037624,AMZN,AMZN,0
2002-11-22,141.855990,127.064676,0.0236291321,-0.0159672060,AMZN,AMZN,0
2002-11-25,145.901629,124.724475,0.0285193415,-0.0184174041,AMZN,AMZN,0
2002-11-26,151.000120,122.159268,0.0349447159,-0.0205669843,AMZN,AMZN,0
2002-11-27,151.446412,119.490280,0.0029555739,-0.0218484282,AMZN,AMZN,0
2002-11-28,149.445917,119.406694,-0.0132092598,-0.0006995231,AMZN,AMZN,0
2002-11-29,147.473164,119.289072,-0.0132004517,-0.0009850560,AMZN,AMZN,0
2002-12-02,145.565376,119.162943,-0.0129365039,-0.0010573350,AMZN,AMZN,0
2002-12-03,143.827679,119.138263,-0.0119375737,-0.0002071143,AMZN,AMZN,0
2002-12-04,142.326062,119.139029,-0.0104403871,0.0000064252,AMZN,AMZN,0
2002-12-05,141.117063,119.083866,-0.0084945709,-0.0004630118,AMZN,AMZN,0
2002-12-06,139.658915,121.449271,-0.0103328992,0.0198633593,AMZN,AMZN,0
2002-12-09,137.970927,123.675725,-0.0120865055,0.0183323716,AMZN,AMZN,0
2002-12-10,136.167989,125.576276,-0.0130675218,0.0153672189,AMZN,AMZN,0
2002-12-11,134.357327,127.030093,-0.0132972633,0.0115771561,AMZN,AMZN,0
2002-12-12,134.585366,126.504575,0.0016972599,-0.0041369577,AMZN,AMZN,0
2002-12-13,134.976135,132.339719,0.0029034978,0.0461259594,AMZN,AMZN,0
2002-12-16,135.312516,133.532381,0.0024921568,0.0090121197,AMZN,AMZN,0
2002-12-17,135.427419,134.644420,0.0008491631,0.0083278632,AMZN,AMZN,0
2002-12-18,136.026691,135.551062,0.0044250438,0.0067336047,AMZN,AMZN,0
2002-12-19,136.531785,136.711581,0.0037131978,0.0085614872,AMZN,AMZN,0
2002-12-20,137.123456,137.242365,0.0043335754,0.0038825085,AMZN,AMZN,0
2002-12-23,137.756614,137.583303,0.0046174336,0.0024842060,AMZN,AMZN,0
2002-12-24,137.890355,140.883715,0.0009708507,0.0239884609,AMZN,AMZN,0
2002-12-25,138.362770,144.622045,0.0034260183,0.0265348639,AMZN,AMZN,0
2002-12-26,141.839675,148.265454,0.0251289047,0.0251926223,AMZN,AMZN,0
2002-12-27,145.997865,153.500256,0.0293161228,0.0353069599,AMZN,AMZN,0
2002-12-30,147.627358,151.209931,0.0111610740,-0.0149206600,AMZN,AMZN,0
2002-12-31,148.572727,148.852611,0.0064037558,-0.0155897195,AMZN,AMZN,0
2003-01-01,151.495137,147.241639,0.0196698962,-0.0108225937,AMZN,AMZN,0
2003-01-02,153.759275,145.294278,0.0149452851,-0.0132256139,AMZN,AMZN,0
2003-01-03,158.283365,146.431276,0.0294231984,0.0078254814,AMZN,AMZN,0
2003-01-06,162.141811,147.550696,0.0243768276,0.0076446783,AMZN,AMZN,0
2003-01-07,162.661596,148.893415,0.0032057427,0.0091000491,AMZN,AMZN,0
2003-01-08,162.863148,150.022229,0.0012390884,0.0075813596,AMZN,AMZN,0
2003-01-09,163.614333,151.020977,0.0046123652,0.0066573297,AMZN,AMZN,0
2003-01-10,164.306938,152.155043,0.0042331583,0.0075093287,AMZN,AMZN,0
2003-01-13,162.123401,151.867737,-0.0132893801,-0.0018882460,AMZN,AMZN,0
2003-01-14,160.045320,151.534033,-0.0128178951,-0.0021973324,AMZN,AMZN,0
2003-01-15,158.147161,151.103882,-0.0118601341,-0.0028386427,AMZN,AMZN,0
2003-01-16,156.568136,150.538549,-0.0099845272,-0.0037413492,AMZN,AMZN,0
2003-01-17,155.127909,150.267406,-0.0091987252,-0.0018011558,AMZN,AMZN,0
2003-01-20,153.466228,149.390213,-0.0107116829,-0.0058375439,AMZN,AMZN,0
2003-01-21,151.603975,147.877680,-0.0121346084,-0.0101247167,AMZN,AMZN,0
2003-01-22,149.627242,145.773761,-0.0130387974,-0.0142274278,AMZN,AMZN,0
2003-01-23,150.793325,144.545922,0.0077932545,-0.0084229044,AMZN,AMZN,0
2003-01-24,152.673930,143.279287,0.0124714088,-0.0087628561,AMZN,AMZN,0
2003-01-27,156.063980,144.777726,0.0222045123,0.0104581650,AMZN,AMZN,0
2003-01-28,158.797896,145.603926,0.0175179143,0.0057066822,AMZN,AMZN,0
2003-01-29,160.820594,145.624789,0.0127375596,0.0001432873,AMZN,AMZN,0
2003-01-30,162.115839,144.865137,0.0080539784,-0.0052165008,AMZN,AMZN,0
2003-01-31,162.810946,150.534964,0.0042877177,0.0391386555,AMZN,AMZN,0
2003-02-03,162.803131,155.282649,-0.0000480015,0.0315387519,AMZN,AMZN,0
2003-02-04,162.171609,158.890830,-0.0038790523,0.0232362122,AMZN,AMZN,0
2003-02-05,160.996246,164.401048,-0.0072476478,0.0346792739,AMZN,AMZN,0
2003-02-06,161.527949,164.088322,0.0033025788,-0.0019022179,AMZN,AMZN,0
2003-02-07,162.209034,163.693901,0.0042165147,-0.0024037066,AMZN,AMZN,0
2003-02-10,160.427597,164.703489,-0.0109823567,0.0061675359,AMZN,AMZN,0
2003-02-11,159.029790,165.566617,-0.0087130074,0.0052404925,AMZN,AMZN,0
2003-02-12,156.928457,166.581327,-0.0132134521,0.0061287150,AMZN,AMZN,0
2003-02-13,154.972115,167.581065,-0.0124664620,0.0060014985,AMZN,AMZN,0
2003-02-14,155.159288,168.573268,0.0012077888,0.0059207355,AMZN,AMZN,0
2003-02-17,156.035302,169.237942,0.0056459030,0.0039429371,AMZN,AMZN,0
2003-02-18,155.144660,173.680438,-0.0057079579,0.0262499983,AMZN,AMZN,0
2003-02-19,154.701504,174.824449,-0.0028564053,0.0065868758,AMZN,AMZN,0
2003-02-20,153.765435,174.744174,-0.0060508035,-0.0004591757,AMZN,AMZN,0
2003-02-21,152.558277,175.034128,-0.0078506493,0.0016593085,AMZN,AMZN,0
2003-02-24,151.881952,182.269669,-0.0044332188,0.0413378850,AMZN,AMZN,0
2003-02-25,151.547830,188.685478,-0.0021998851,0.0351995428,AMZN,AMZN,0
2003-02-26,150.203790,188.845014,-0.0088687509,0.0008455133,AMZN,AMZN,0
2003-02-27,149.193818,188.576626,-0.0067240094,-0.0014212070,AMZN,AMZN,0
2003-02-28,149.628191,190.312845,0.0029114692,0.0092069679,AMZN,AMZN,0
2003-03-03,150.225409,191.997006,0.0039913467,0.0088494349,AMZN,AMZN,0
2003-03-04,150.156025,193.234383,-0.0004618674,0.0064447692,AMZN,AMZN,0
2003-03-05,150.369305,194.853572,0.0014203871,0.0083794063,AMZN,AMZN,0
2003-03-06,150.989694,195.430280,0.0041257727,0.0029596996,AMZN,AMZN,0
2003-03-07,151.437558,200.077869,0.0029661877,0.0237813114,AMZN,AMZN,0
2003-03-10,151.601183,195.628049,0.0010804773,-0.0222404390,AMZN,AMZN,0
2003-03-11,151.154309,190.857636,-0.0029476910,-0.0243851186,AMZN,AMZN,0
2003-03-12,150.189977,186.074374,-0.0063797857,-0.0250619373,AMZN,AMZN,0
2003-03-13,148.799710,181.554056,-0.0092567214,-0.0242930698,AMZN,AMZN,0
2003-03-14,151.594817,180.265013,0.0187843571,-0.0071000493,AMZN,AMZN,0
2003-03-17,153.724237,178.975936,0.0140467824,-0.0071510099,AMZN,AMZN,0
2003-03-18,155.148177,177.843081,0.0092629493,-0.0063296514,AMZN,AMZN,0
2003-03-19,155.874090,176.838843,0.0046788401,-0.0056467661,AMZN,AMZN,0
2003-03-20,153.926651,175.196913,-0.0124936687,-0.0092848911,AMZN,AMZN,0
2003-03-21,152.201729,174.194996,-0.0112061290,-0.0057188093,AMZN,AMZN,0
2003-03-24,152.751358,176.976316,0.0036111915,0.0159667061,AMZN,AMZN,0
2003-03-25,153.427719,180.519108,0.0044278498,0.0200184524,AMZN,AMZN,0
2003-03-26,154.134871,185.127456,0.0046090299,0.0255283122,AMZN,AMZN,0
2003-03-27,154.787781,190.945920,0.0042359624,0.0314295033,AMZN,AMZN,0
2003-03-28,155.303284,188.214472,0.0033303863,-0.0143048252,AMZN,AMZN,0
2003-03-31,155.654903,186.474508,0.0022640808,-0.0092445824,AMZN,AMZN,0
